date,user_submitted_review,title,total_purchased,customer_type
3/3/19,Hated it,Fundamentals of R For Beginners,2,Business
8/30/19,Awesome!,R For Dummies,3,Business
11/21/19,A lot of material was not needed,Secrets Of R For Advanced Students,6,Business
3/14/19,Would not recommend,R For Dummies,4,Business
1/3/19,Awesome!,R vs Python: An Essay,4,Individual
8/12/19,The author's other books were better,Secrets Of R For Advanced Students,2,Business
6/11/19,it was okay,Top 10 Mistakes R Beginners Make,NA,Business
10/22/19,I learned a lot,Fundamentals of R For Beginners,2,Business
1/25/19,it was okay,Secrets Of R For Advanced Students,2,Business
1/5/19,it was okay,Secrets Of R For Advanced Students,7,Business
3/4/19,NA,Fundamentals of R For Beginners,2,Business
9/24/19,I learned a lot,R For Dummies,2,Business
9/10/19,OK,Top 10 Mistakes R Beginners Make,NA,Business
12/18/19,A lot of material was not needed,R For Dummies,5,Business
10/6/19,OK,Fundamentals of R For Beginners,NA,Business
6/1/19,Never read a better book,R For Dummies,2,Business
10/25/19,NA,R For Dummies,5,Individual
10/28/19,it was okay,R For Dummies,1,Business
10/24/19,A lot of material was not needed,Fundamentals of R For Beginners,7,Business
8/12/19,NA,Secrets Of R For Advanced Students,NA,Business
7/27/19,The author's other books were better,Secrets Of R For Advanced Students,NA,Individual
12/1/19,,R vs Python: An Essay,1,Business
3/19/19,The author's other books were better,R For Dummies,3,Business
11/5/19,Hated it,R For Dummies,3,Business
4/7/19,OK,Secrets Of R For Advanced Students,3,Individual
2/12/19,,Fundamentals of R For Beginners,2,Business
6/9/19,A lot of material was not needed,R For Dummies,NA,Business
12/10/19,OK,Fundamentals of R For Beginners,8,Individual
8/22/19,Would not recommend,R For Dummies,NA,Business
8/23/19,I learned a lot,Fundamentals of R For Beginners,10,Business
12/23/19,OK,Fundamentals of R For Beginners,0,Business
1/7/19,it was okay,Fundamentals of R For Beginners,3,Business
3/21/19,The author's other books were better,Fundamentals of R For Beginners,1,Individual
7/22/19,A lot of material was not needed,Secrets Of R For Advanced Students,4,Individual
1/5/19,A lot of material was not needed,R For Dummies,3,Business
6/18/19,NA,Fundamentals of R For Beginners,5,Individual
5/28/19,Awesome!,R For Dummies,6,Business
12/21/19,Hated it,Top 10 Mistakes R Beginners Make,NA,Business
11/3/19,Awesome!,Fundamentals of R For Beginners,7,Business
3/9/19,Never read a better book,Fundamentals of R For Beginners,1,Individual
7/2/19,NA,Secrets Of R For Advanced Students,5,Individual
1/18/19,NA,Secrets Of R For Advanced Students,3,Business
10/8/19,Never read a better book,Fundamentals of R For Beginners,5,Individual
7/11/19,Awesome!,R For Dummies,4,Business
7/22/19,Would not recommend,Top 10 Mistakes R Beginners Make,2,Business
1/21/19,Awesome!,R vs Python: An Essay,2,Business
3/8/19,NA,R For Dummies,4,Business
4/9/19,I learned a lot,Fundamentals of R For Beginners,NA,Business
6/25/19,NA,R For Dummies,2,Individual
5/13/19,The author's other books were better,R vs Python: An Essay,NA,Business
12/6/19,Would not recommend,Fundamentals of R For Beginners,5,Business
3/27/19,Would not recommend,R vs Python: An Essay,4,Business
9/24/19,Awesome!,Top 10 Mistakes R Beginners Make,6,Business
11/27/19,OK,Fundamentals of R For Beginners,NA,Business
4/8/19,Never read a better book,R vs Python: An Essay,6,Individual
5/26/19,Never read a better book,R For Dummies,2,Business
5/17/19,The author's other books were better,R For Dummies,3,Individual
2/5/19,it was okay,Fundamentals of R For Beginners,NA,Business
9/13/19,it was okay,R For Dummies,1,Business
8/20/19,Never read a better book,Fundamentals of R For Beginners,6,Business
4/29/19,it was okay,R For Dummies,4,Business
6/25/19,NA,Fundamentals of R For Beginners,NA,Business
2/1/19,,R For Dummies,4,Individual
9/19/19,Never read a better book,R For Dummies,4,Business
7/17/19,Awesome!,R For Dummies,3,Business
10/14/19,Would not recommend,R For Dummies,NA,Individual
4/21/19,Hated it,Fundamentals of R For Beginners,3,Individual
7/29/19,it was okay,R For Dummies,NA,Business
7/28/19,Never read a better book,Fundamentals of R For Beginners,NA,Business
2/10/19,The author's other books were better,Fundamentals of R For Beginners,9,Business
11/22/19,The author's other books were better,R For Dummies,5,Business
2/24/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
10/12/19,,Fundamentals of R For Beginners,7,Business
4/12/19,A lot of material was not needed,R For Dummies,2,Business
3/27/19,Awesome!,R For Dummies,6,Business
10/21/19,Awesome!,R vs Python: An Essay,4,Business
7/17/19,Awesome!,Fundamentals of R For Beginners,5,Business
3/27/19,Awesome!,R For Dummies,6,Individual
6/9/19,A lot of material was not needed,Fundamentals of R For Beginners,5,Individual
3/11/19,Hated it,Secrets Of R For Advanced Students,3,Business
5/12/19,OK,R For Dummies,NA,Business
9/6/19,NA,Top 10 Mistakes R Beginners Make,6,Business
3/22/19,it was okay,R For Dummies,5,Individual
3/18/19,Awesome!,R For Dummies,3,Business
6/23/19,The author's other books were better,Fundamentals of R For Beginners,3,Individual
6/28/19,I learned a lot,R For Dummies,4,Individual
10/17/19,Awesome!,Fundamentals of R For Beginners,4,Business
11/23/19,OK,Fundamentals of R For Beginners,5,Individual
3/11/19,Hated it,Fundamentals of R For Beginners,5,Individual
7/21/19,A lot of material was not needed,Secrets Of R For Advanced Students,4,Business
7/1/19,OK,R For Dummies,2,Individual
12/22/19,OK,R For Dummies,9,Business
8/25/19,NA,Fundamentals of R For Beginners,NA,Business
9/9/19,The author's other books were better,R vs Python: An Essay,2,Business
8/21/19,NA,Secrets Of R For Advanced Students,4,Individual
8/26/19,I learned a lot,Fundamentals of R For Beginners,4,Business
3/30/19,The author's other books were better,Fundamentals of R For Beginners,1,Business
3/23/19,Never read a better book,R For Dummies,3,Business
7/13/19,OK,Fundamentals of R For Beginners,5,Individual
10/24/19,Would not recommend,R vs Python: An Essay,NA,Business
3/2/19,it was okay,R For Dummies,NA,Individual
9/7/19,Awesome!,Fundamentals of R For Beginners,6,Business
12/22/19,I learned a lot,Fundamentals of R For Beginners,4,Business
1/5/19,I learned a lot,R For Dummies,1,Individual
2/14/19,I learned a lot,R For Dummies,3,Business
12/7/19,Hated it,Secrets Of R For Advanced Students,3,Business
8/2/19,The author's other books were better,R For Dummies,2,Business
10/27/19,The author's other books were better,Secrets Of R For Advanced Students,5,Individual
10/26/19,The author's other books were better,Secrets Of R For Advanced Students,5,Business
12/9/19,Never read a better book,Fundamentals of R For Beginners,NA,Individual
12/11/19,Never read a better book,R For Dummies,NA,Business
10/4/19,NA,R vs Python: An Essay,3,Business
2/17/19,it was okay,Fundamentals of R For Beginners,0,Individual
5/23/19,Hated it,R For Dummies,4,Individual
3/3/19,Would not recommend,Secrets Of R For Advanced Students,2,Business
3/4/19,it was okay,Fundamentals of R For Beginners,5,Business
11/18/19,A lot of material was not needed,Fundamentals of R For Beginners,6,Business
10/6/19,Would not recommend,R vs Python: An Essay,4,Individual
1/11/19,Awesome!,Fundamentals of R For Beginners,3,Individual
11/19/19,NA,R vs Python: An Essay,6,Business
12/28/19,it was okay,Secrets Of R For Advanced Students,5,Business
1/10/19,it was okay,R For Dummies,2,Business
5/17/19,,R vs Python: An Essay,NA,Business
12/27/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
4/5/19,OK,Secrets Of R For Advanced Students,6,Business
2/4/19,,R vs Python: An Essay,7,Individual
8/12/19,NA,R For Dummies,5,Business
3/13/19,,Fundamentals of R For Beginners,NA,Individual
2/12/19,it was okay,R For Dummies,9,Business
4/7/19,Would not recommend,R For Dummies,3,Business
7/31/19,Never read a better book,R For Dummies,NA,Business
10/22/19,it was okay,R For Dummies,2,Business
1/5/19,I learned a lot,Fundamentals of R For Beginners,5,Business
10/26/19,A lot of material was not needed,R For Dummies,3,Business
10/18/19,A lot of material was not needed,Secrets Of R For Advanced Students,10,Business
8/19/19,A lot of material was not needed,R vs Python: An Essay,2,Business
4/1/19,Hated it,Fundamentals of R For Beginners,10,Business
2/14/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
5/5/19,The author's other books were better,Fundamentals of R For Beginners,NA,Business
3/23/19,A lot of material was not needed,Secrets Of R For Advanced Students,NA,Individual
7/13/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
7/8/19,Hated it,Secrets Of R For Advanced Students,1,Individual
2/18/19,OK,R For Dummies,4,Business
6/10/19,Would not recommend,R For Dummies,2,Business
5/29/19,OK,Secrets Of R For Advanced Students,6,Business
4/21/19,Would not recommend,Fundamentals of R For Beginners,8,Individual
5/1/19,it was okay,Fundamentals of R For Beginners,3,Business
3/3/19,Awesome!,Fundamentals of R For Beginners,3,Business
2/12/19,I learned a lot,R For Dummies,1,Business
10/22/19,it was okay,Fundamentals of R For Beginners,4,Business
4/13/19,OK,Fundamentals of R For Beginners,4,Business
5/14/19,OK,Fundamentals of R For Beginners,NA,Individual
1/22/19,The author's other books were better,Fundamentals of R For Beginners,4,Individual
8/5/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Business
8/2/19,Hated it,R For Dummies,NA,Business
8/17/19,Hated it,Fundamentals of R For Beginners,5,Business
3/16/19,Hated it,R For Dummies,NA,Individual
3/21/19,Would not recommend,Secrets Of R For Advanced Students,1,Individual
5/30/19,,R For Dummies,3,Business
5/11/19,Would not recommend,R vs Python: An Essay,3,Business
10/7/19,it was okay,Fundamentals of R For Beginners,7,Individual
5/8/19,OK,Fundamentals of R For Beginners,4,Individual
9/20/19,Awesome!,Fundamentals of R For Beginners,7,Business
5/13/19,I learned a lot,R For Dummies,3,Business
11/9/19,,R vs Python: An Essay,2,Business
11/20/19,,Fundamentals of R For Beginners,3,Business
9/28/19,Never read a better book,R vs Python: An Essay,3,Business
3/11/19,Hated it,Fundamentals of R For Beginners,2,Business
12/8/19,Awesome!,R For Dummies,9,Business
3/10/19,OK,Fundamentals of R For Beginners,4,Business
9/19/19,Hated it,Secrets Of R For Advanced Students,7,Business
11/16/19,I learned a lot,R vs Python: An Essay,2,Individual
3/8/19,A lot of material was not needed,Top 10 Mistakes R Beginners Make,4,Business
4/20/19,I learned a lot,R vs Python: An Essay,2,Business
9/2/19,it was okay,Fundamentals of R For Beginners,1,Business
5/3/19,OK,Fundamentals of R For Beginners,6,Business
3/9/19,Hated it,R For Dummies,NA,Business
10/4/19,The author's other books were better,Fundamentals of R For Beginners,4,Individual
12/30/19,Hated it,R For Dummies,2,Business
11/14/19,Hated it,R For Dummies,NA,Business
1/5/19,Hated it,R For Dummies,NA,Individual
6/25/19,Would not recommend,R For Dummies,3,Business
6/15/19,OK,R For Dummies,5,Business
1/23/19,Would not recommend,R For Dummies,5,Individual
12/9/19,,R For Dummies,7,Individual
4/4/19,it was okay,Secrets Of R For Advanced Students,NA,Business
3/9/19,it was okay,R vs Python: An Essay,5,Business
4/17/19,A lot of material was not needed,R vs Python: An Essay,3,Individual
6/15/19,The author's other books were better,Fundamentals of R For Beginners,3,Business
4/29/19,it was okay,R vs Python: An Essay,5,Business
11/7/19,A lot of material was not needed,R For Dummies,1,Business
5/22/19,NA,R vs Python: An Essay,5,Individual
5/20/19,Hated it,R For Dummies,6,Individual
6/25/19,Awesome!,R vs Python: An Essay,5,Business
1/10/19,NA,Secrets Of R For Advanced Students,NA,Individual
12/4/19,Would not recommend,Fundamentals of R For Beginners,4,Individual
6/29/19,it was okay,Fundamentals of R For Beginners,6,Individual
11/27/19,A lot of material was not needed,R For Dummies,4,Business
10/22/19,A lot of material was not needed,Secrets Of R For Advanced Students,3,Individual
7/11/19,A lot of material was not needed,Fundamentals of R For Beginners,7,Business
6/7/19,it was okay,R vs Python: An Essay,3,Business
3/8/19,Awesome!,R For Dummies,4,Individual
6/8/19,Never read a better book,Fundamentals of R For Beginners,3,Individual
5/23/19,Awesome!,R For Dummies,2,Individual
9/20/19,Awesome!,R vs Python: An Essay,3,Business
1/2/19,it was okay,R vs Python: An Essay,5,Business
2/11/19,A lot of material was not needed,Fundamentals of R For Beginners,6,Individual
8/29/19,The author's other books were better,R For Dummies,3,Business
12/15/19,I learned a lot,Top 10 Mistakes R Beginners Make,2,Business
6/23/19,The author's other books were better,R vs Python: An Essay,3,Individual
4/30/19,Never read a better book,R For Dummies,7,Business
7/10/19,Hated it,R vs Python: An Essay,6,Business
6/15/19,NA,Top 10 Mistakes R Beginners Make,6,Business
2/14/19,NA,Fundamentals of R For Beginners,4,Individual
10/20/19,The author's other books were better,R For Dummies,NA,Business
2/23/19,Awesome!,R For Dummies,2,Business
11/16/19,I learned a lot,R For Dummies,3,Business
7/12/19,I learned a lot,Fundamentals of R For Beginners,3,Business
5/31/19,OK,Secrets Of R For Advanced Students,NA,Individual
3/26/19,Hated it,R vs Python: An Essay,4,Individual
7/5/19,The author's other books were better,R vs Python: An Essay,NA,Business
12/30/19,The author's other books were better,R For Dummies,1,Individual
2/7/19,A lot of material was not needed,Secrets Of R For Advanced Students,0,Individual
9/12/19,OK,R vs Python: An Essay,0,Individual
11/10/19,,Fundamentals of R For Beginners,4,Business
6/19/19,OK,Secrets Of R For Advanced Students,5,Individual
2/27/19,Never read a better book,R vs Python: An Essay,4,Business
3/24/19,The author's other books were better,R For Dummies,6,Business
1/22/19,,R For Dummies,5,Business
2/24/19,OK,Secrets Of R For Advanced Students,4,Business
10/26/19,Awesome!,R For Dummies,4,Individual
1/16/19,,R vs Python: An Essay,3,Business
2/21/19,OK,R vs Python: An Essay,4,Individual
9/21/19,Would not recommend,R vs Python: An Essay,5,Business
10/12/19,it was okay,Secrets Of R For Advanced Students,NA,Individual
6/1/19,I learned a lot,R For Dummies,2,Business
1/16/19,,Fundamentals of R For Beginners,4,Business
7/5/19,,R For Dummies,4,Business
8/20/19,Awesome!,Secrets Of R For Advanced Students,4,Business
6/26/19,Awesome!,R For Dummies,6,Individual
4/13/19,Hated it,Secrets Of R For Advanced Students,NA,Business
1/26/19,Hated it,R vs Python: An Essay,8,Individual
2/7/19,,Top 10 Mistakes R Beginners Make,7,Business
5/1/19,Awesome!,Fundamentals of R For Beginners,7,Business
8/2/19,NA,R For Dummies,2,Individual
12/27/19,I learned a lot,Top 10 Mistakes R Beginners Make,4,Business
4/2/19,,Secrets Of R For Advanced Students,5,Business
4/24/19,OK,Fundamentals of R For Beginners,3,Business
4/30/19,The author's other books were better,R For Dummies,2,Individual
6/19/19,Never read a better book,R vs Python: An Essay,6,Business
12/9/19,it was okay,R For Dummies,NA,Business
4/23/19,I learned a lot,R For Dummies,4,Individual
2/11/19,,Secrets Of R For Advanced Students,2,Individual
7/8/19,I learned a lot,R For Dummies,NA,Individual
2/13/19,Never read a better book,Fundamentals of R For Beginners,2,Individual
3/17/19,Awesome!,R For Dummies,3,Individual
4/17/19,it was okay,Secrets Of R For Advanced Students,NA,Business
12/20/19,it was okay,R For Dummies,NA,Business
6/17/19,Awesome!,Fundamentals of R For Beginners,1,Individual
12/30/19,OK,R vs Python: An Essay,2,Business
6/29/19,Never read a better book,Fundamentals of R For Beginners,7,Individual
4/16/19,Awesome!,Secrets Of R For Advanced Students,4,Business
